present,p5,ccode,scode,country,polity,persist,bmonth,bday,byear,emonth,eday,eyear,democ,autoc,xrreg,xrcomp,xropen,xconst,parreg,parcomp,exrec,exconst,polcomp
,0,235,POR,Portugal,-9,44,7,31,1930,4,24,1974,0,9,2,1,4,1,4,1,3,1,1
,0,235,POR,Portugal,-88,2,4,25,1974,4,25,1976,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88
,0,235,POR,Portugal,9,7,4,26,1976,10,30,1982,9,0,3,3,4,6,5,5,8,6,10
1,0,235,POR,Portugal,10,36,10,31,1982,99,99,9999,10,0,3,3,4,7,5,5,8,7,10
,0,731,PRK,Korea North,-7,8,5,1,1948,6,30,1956,0,7,2,1,4,3,4,1,3,3,1
,0,731,PRK,Korea North,-8,10,7,1,1956,10,15,1966,0,8,2,1,4,2,4,1,3,2,1
,0,731,PRK,Korea North,-9,28,10,16,1966,7,7,1994,0,9,2,1,4,1,4,1,3,1,1
1,0,731,PRK,Korea North,-10,24,7,8,1994,99,99,9999,0,10,3,1,1,1,4,1,1,1,1
1,0,694,QAT,Qatar,-10,47,9,3,1971,99,99,9999,0,10,3,1,1,1,4,1,1,1,1
,0,732,ROK,Korea South,-3,4,8,15,1948,8,5,1952,1,4,2,1,4,3,3,3,3,3,6
,0,732,ROK,Korea South,-4,8,8,6,1952,4,15,1960,1,5,2,1,4,2,3,3,3,2,6
,0,732,ROK,Korea South,-88,0,4,16,1960,7,15,1960,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88
,0,732,ROK,Korea South,8,1,7,16,1960,5,16,1961,8,0,3,3,4,7,2,3,8,7,7
,0,732,ROK,Korea South,-7,3,5,17,1961,12,17,1963,0,7,1,0,0,1,4,1,4,1,1
,0,732,ROK,Korea South,3,9,12,18,1963,10,17,1972,4,1,3,3,4,3,2,3,8,3,7
,0,732,ROK,Korea South,-9,0,10,18,1972,2,27,1973,0,9,2,1,4,1,4,1,3,1,1
,0,732,ROK,Korea South,-8,8,2,28,1973,3,3,1981,0,8,2,1,4,1,4,2,3,1,2
,0,732,ROK,Korea South,-5,6,3,4,1981,6,29,1987,0,5,2,1,4,3,3,2,3,3,3
,0,732,ROK,Korea South,-88,1,6,30,1987,2,25,1988,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88
,0,732,ROK,Korea South,6,10,2,26,1988,2,25,1998,7,1,2,2,4,6,3,4,7,6,8
1,0,732,ROK,Korea South,8,21,2,26,1998,99,99,9999,8,0,3,3,4,6,2,4,8,6,9
,0,360,RUM,Romania,0,5,1,24,1859,3,28,1864,3,3,2,1,4,5,3,3,3,5,6
,0,360,RUM,Romania,-2,2,3,29,1864,2,23,1866,1,3,1,0,0,1,2,3,4,1,7
,0,360,RUM,Romania,-7,34,2,24,1866,6,30,1900,0,7,3,1,2,3,4,2,2,3,2
,0,360,RUM,Romania,-6,10,7,1,1900,6,30,1910,0,6,3,1,2,3,3,2,2,3,3
,0,360,RUM,Romania,-4,6,7,1,1910,8,27,1916,1,5,3,1,2,3,3,3,2,3,6
,0,360,RUM,Romania,-66,0,8,28,1916,1,8,1917,-66,-66,-66,-66,-66,-66,-66,-66,-66,-66,-66
,0,360,RUM,Romania,-4,21,1,9,1917,2,10,1938,1,5,3,1,2,3,3,3,2,3,6
,1,360,RUM,Romania,-6,3,2,11,1938,9,6,1940,1,7,3,1,1,1,3,3,1,1,6
,1,360,RUM,Romania,-88,0,9,7,1940,1,21,1941,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88
,1,360,RUM,Romania,-7,4,1,22,1941,8,23,1944,0,7,1,0,0,1,4,1,4,1,1
,1,360,RUM,Romania,-3,3,8,24,1944,12,30,1947,1,4,3,1,2,3,2,3,2,3,7
,1,360,RUM,Romania,-7,29,12,31,1947,1,25,1977,0,7,2,1,4,3,4,1,3,3,1
,1,360,RUM,Romania,-8,13,1,26,1977,12,26,1989,0,8,2,1,4,2,4,1,3,2,1
,1,360,RUM,Romania,-88,1,12,27,1989,6,19,1990,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88
,1,360,RUM,Romania,5,6,6,20,1990,11,28,1996,5,0,2,2,4,5,2,3,7,5,7
,1,360,RUM,Romania,8,7,11,29,1996,12,19,2004,8,0,3,3,4,6,2,4,8,6,9
1,1,360,RUM,Romania,9,14,12,20,2004,99,99,9999,9,0,3,3,4,7,2,4,8,7,9
,0,365,RUS,Russia,-10,,1,1,1800,9,14,1812,0,10,3,1,1,1,4,1,1,1,1
,0,365,RUS,Russia,-66,0,9,15,1812,10,19,1812,-66,-66,-66,-66,-66,-66,-66,-66,-66,-66,-66
,0,365,RUS,Russia,-10,93,10,20,1812,10,30,1905,0,10,3,1,1,1,4,1,1,1,1
,0,365,RUS,Russia,-88,0,10,31,1905,5,6,1906,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88
,0,365,RUS,Russia,-6,11,5,7,1906,2,25,1917,1,7,3,1,2,1,3,3,2,1,6
,0,365,RUS,Russia,-66,1,2,26,1917,10,25,1917,-66,-66,-66,-66,-66,-66,-66,-66,-66,-66,-66
,0,365,RUS,Russia,-1,5,10,26,1917,12,29,1922,1,2,1,0,0,3,3,3,4,3,6
,0,365,RUS,Russia,5,2,1,1,1992,10,16,1993,5,0,2,2,4,5,2,3,7,5,7
,0,365,RUS,Russia,3,6,10,17,1993,3,25,2000,4,1,2,2,4,3,2,4,7,3,9
,0,365,RUS,Russia,6,8,3,26,2000,12,1,2007,6,0,2,2,4,5,2,4,7,5,9
1,0,365,RUS,Russia,4,11,12,2,2007,99,99,9999,5,1,2,2,4,4,3,4,7,4,8
,1,817,RVN,South Vietnam,-3,8,10,26,1955,11,1,1963,1,4,2,1,4,3,3,3,3,3,6
,1,817,RVN,South Vietnam,-3,2,11,2,1963,6,11,1965,1,4,1,0,0,1,3,3,4,1,6
,1,817,RVN,South Vietnam,-66,8,6,12,1965,3,29,1973,-66,-66,-66,-66,-66,-66,-66,-66,-66,-66,-66
,1,817,RVN,South Vietnam,-77,3,3,30,1973,12,31,1975,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77
,0,517,RWA,Rwanda,-5,12,7,1,1961,7,5,1973,1,6,2,1,4,1,3,3,3,1,6
,0,517,RWA,Rwanda,-7,18,7,6,1973,6,10,1991,0,7,1,0,0,1,4,1,4,1,1
,0,517,RWA,Rwanda,-7,3,6,11,1991,4,6,1994,0,7,2,0,0,1,4,1,5,1,1
,0,517,RWA,Rwanda,-77,0,4,7,1994,7,18,1994,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77
,0,517,RWA,Rwanda,-6,6,7,19,1994,4,16,2000,0,6,1,0,0,2,4,1,4,2,1
,0,517,RWA,Rwanda,-4,3,4,17,2000,9,29,2003,0,4,1,0,0,2,3,2,4,2,3
,0,517,RWA,Rwanda,-3,7,9,30,2003,8,8,2010,0,3,2,0,0,3,3,2,5,3,3
,0,517,RWA,Rwanda,-4,3,8,9,2010,9,17,2013,0,4,1,0,0,3,4,2,4,3,2
1,0,517,RWA,Rwanda,-3,5,9,18,2013,99,99,9999,0,3,1,0,0,3,3,2,4,3,3
,0,560,SAF,South Africa,4,80,5,31,1910,2,2,1990,7,3,3,3,4,7,4,2,8,7,2
,0,560,SAF,South Africa,5,3,2,3,1990,10,26,1992,7,2,3,3,4,7,3,2,8,7,3
,0,560,SAF,South Africa,-88,1,10,27,1992,4,26,1994,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88
1,0,560,SAF,South Africa,9,25,4,27,1994,99,99,9999,9,0,3,3,4,7,2,4,8,7,9
,0,92,SAL,El Salvador,-1,14,2,16,1841,6,30,1855,1,2,1,0,0,3,3,3,4,3,6
,0,92,SAL,El Salvador,-66,3,7,1,1855,6,30,1858,-66,-66,-66,-66,-66,-66,-66,-66,-66,-66,-66
,0,92,SAL,El Salvador,-1,45,7,1,1858,6,30,1903,1,2,1,0,0,3,3,3,4,3,6
,0,92,SAL,El Salvador,-6,28,7,1,1903,12,2,1931,0,6,2,1,4,3,4,2,3,3,2
,0,92,SAL,El Salvador,-9,13,12,3,1931,6,30,1944,0,9,2,1,4,1,4,1,3,1,1
,1,92,SAL,El Salvador,-8,4,7,1,1944,12,14,1948,0,8,2,1,4,1,4,2,3,1,2
,1,92,SAL,El Salvador,-88,1,12,15,1948,3,26,1950,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88
,1,92,SAL,El Salvador,-6,6,3,27,1950,10,26,1960,0,6,2,1,4,3,4,2,3,3,2
,1,92,SAL,El Salvador,0,0,10,27,1960,1,25,1961,1,1,2,0,0,3,2,3,5,3,7
,1,92,SAL,El Salvador,-3,16,1,26,1961,2,27,1977,1,4,2,1,4,3,3,3,3,3,6
,1,92,SAL,El Salvador,-6,3,2,28,1977,10,15,1979,0,6,2,1,4,3,4,2,3,3,2
,1,92,SAL,El Salvador,-77,5,10,16,1979,5,31,1984,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77
,1,92,SAL,El Salvador,6,10,6,1,1984,3,23,1994,6,0,3,3,4,5,2,3,8,5,7
,1,92,SAL,El Salvador,7,15,3,24,1994,5,31,2009,7,0,3,3,4,5,2,4,8,5,9
1,1,92,SAL,El Salvador,8,10,6,1,2009,99,99,9999,8,0,3,3,4,6,2,4,8,6,9
,0,324,SAR,Sardinia,-10,33,6,8,1815,3,3,1848,0,10,3,1,1,1,4,1,1,1,1
,0,324,SAR,Sardinia,-7,12,3,4,1848,3,16,1861,0,7,3,1,2,3,4,2,2,3,2
1,0,670,SAU,Saudi Arabia,-10,93,1,16,1926,99,99,9999,0,10,3,1,1,1,4,1,1,1,1
,0,269,SAX,Saxony,-10,6,12,11,1806,3,27,1813,0,10,3,1,1,1,4,1,1,1,1
,0,269,SAX,Saxony,-66,2,3,28,1813,6,8,1815,-66,-66,-66,-66,-66,-66,-66,-66,-66,-66,-66
,0,269,SAX,Saxony,-10,16,6,9,1815,9,15,1831,0,10,3,1,1,1,4,1,1,1,1
,0,269,SAX,Saxony,-7,9,9,16,1831,8,15,1840,0,7,3,1,1,3,4,2,1,3,2
,0,269,SAX,Saxony,-8,5,8,16,1840,6,30,1845,0,8,3,1,1,2,4,2,1,2,2
,0,269,SAX,Saxony,-9,3,7,1,1845,11,15,1848,0,9,3,1,1,1,4,2,1,1,2
,0,269,SAX,Saxony,-66,0,11,16,1848,5,26,1849,-66,-66,-66,-66,-66,-66,-66,-66,-66,-66,-66
,0,269,SAX,Saxony,-7,22,5,27,1849,1,18,1871,0,7,3,1,1,3,4,2,1,3,2
1,1,626,SDN,Sudan-North,-4,7,7,9,2011,99,99,9999,0,4,1,0,0,2,3,2,4,2,3
,0,433,SEN,Senegal,-1,3,4,4,1960,12,17,1962,3,4,3,3,4,3,4,2,8,3,2
,0,433,SEN,Senegal,-88,0,12,18,1962,3,3,1963,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88
,0,433,SEN,Senegal,-7,11,3,4,1963,7,31,1974,0,7,2,1,4,3,4,1,3,3,1
,0,433,SEN,Senegal,-6,4,8,1,1974,9,19,1978,0,6,2,1,4,3,4,2,3,3,2
,0,433,SEN,Senegal,-2,2,9,20,1978,1,1,1981,2,4,2,2,4,3,4,2,7,3,2
,0,433,SEN,Senegal,-1,19,1,2,1981,3,19,2000,2,3,2,1,4,3,2,4,3,3,9
,0,433,SEN,Senegal,8,7,3,20,2000,6,2,2007,8,0,3,3,4,6,2,4,8,6,9
1,0,433,SEN,Senegal,7,12,6,3,2007,99,99,9999,7,0,3,3,4,5,2,4,8,5,9
,0,342,SER,Serbia,-7,8,8,15,1830,12,24,1838,0,7,1,0,0,1,4,1,4,1,1
,0,342,SER,Serbia,2,20,12,25,1838,12,23,1858,5,3,2,1,4,7,3,3,3,7,6
,0,342,SER,Serbia,-9,2,12,24,1858,6,30,1860,0,9,2,1,4,1,4,1,3,1,1
,0,342,SER,Serbia,-88,1,7,1,1860,6,30,1861,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88
,0,342,SER,Serbia,0,7,7,1,1861,6,10,1868,3,3,2,1,4,5,3,3,3,5,6
,0,342,SER,Serbia,-88,1,6,11,1868,6,30,1869,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88
,0,342,SER,Serbia,-5,34,7,1,1869,6,10,1903,1,6,2,1,4,1,3,3,3,1,6
,0,342,SER,Serbia,4,13,6,11,1903,12,2,1915,5,1,3,2,3,3,5,5,6,3,10
,0,342,SER,Serbia,-66,2,12,3,1915,7,20,1917,-66,-66,-66,-66,-66,-66,-66,-66,-66,-66,-66
,0,342,SER,Serbia,-88,3,7,21,1917,12,31,1920,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88
1,1,342,SER,Serbia,8,13,6,3,2006,99,99,9999,9,1,3,3,4,7,3,4,8,7,8
,0,329,SIC,Two Sicilies,-10,5,1,1,1816,7,13,1820,0,10,3,1,1,1,4,1,1,1,1
,0,329,SIC,Two Sicilies,-6,1,7,14,1820,3,23,1821,1,7,3,1,2,1,3,3,2,1,6
,0,329,SIC,Two Sicilies,-10,40,3,24,1821,10,22,1860,0,10,3,1,1,1,4,1,1,1,1
,0,451,SIE,Sierra Leone,6,6,4,27,1961,3,23,1967,6,0,3,3,4,5,2,3,8,5,7
,0,451,SIE,Sierra Leone,-7,1,3,24,1967,4,17,1968,0,7,1,0,0,1,4,1,4,1,1
,0,451,SIE,Sierra Leone,-88,1,4,18,1968,11,20,1968,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88
,0,451,SIE,Sierra Leone,1,2,11,21,1968,4,19,1971,3,2,2,2,4,4,3,2,7,4,3
,0,451,SIE,Sierra Leone,-6,7,4,20,1971,6,12,1978,0,6,2,1,4,3,4,2,3,3,2
,0,451,SIE,Sierra Leone,-7,13,6,13,1978,9,23,1991,0,7,2,1,4,3,4,1,3,3,1
,0,451,SIE,Sierra Leone,-6,1,9,24,1991,4,29,1992,0,6,2,1,4,3,4,2,3,3,2
,0,451,SIE,Sierra Leone,-7,4,4,30,1992,3,16,1996,0,7,1,0,0,1,4,1,4,1,1
,0,451,SIE,Sierra Leone,4,1,3,17,1996,5,25,1997,5,1,2,2,4,5,3,3,7,5,6
,0,451,SIE,Sierra Leone,-77,5,5,26,1997,11,16,2001,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77
,0,451,SIE,Sierra Leone,-88,1,11,17,2001,7,11,2002,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88
,0,451,SIE,Sierra Leone,5,5,7,12,2002,9,16,2007,5,0,2,2,4,5,2,3,7,5,7
1,0,451,SIE,Sierra Leone,7,11,9,17,2007,99,99,9999,8,1,3,3,4,6,3,4,8,6,8
1,1,830,SIN,Singapore,-4,53,8,9,1965,99,99,9999,0,4,1,0,0,3,4,2,4,3,2
,1,317,SLO,Slovak Republic,7,6,1,1,1993,10,30,1998,7,0,3,3,4,6,2,3,8,6,7
,1,317,SLO,Slovak Republic,9,8,10,31,1998,6,16,2006,9,0,3,3,4,7,2,4,8,7,9
1,1,317,SLO,Slovak Republic,10,13,6,17,2006,99,99,9999,10,0,3,3,4,7,5,5,8,7,10
1,0,349,SLV,Slovenia,10,28,6,25,1991,99,99,9999,10,0,3,3,4,7,5,5,8,7,10
,0,940,SOL,Solomon Islands,7,2,7,7,1978,8,5,1980,7,0,3,3,4,7,1,0,8,7,4
,0,940,SOL,Solomon Islands,7,10,8,6,1980,10,8,1990,7,0,3,3,4,7,2,0,8,7,5
,0,940,SOL,Solomon Islands,8,11,10,9,1990,6,4,2000,8,0,3,3,4,7,2,3,8,7,7
,0,940,SOL,Solomon Islands,-77,3,6,5,2000,7,9,2003,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77
,0,940,SOL,Solomon Islands,-66,1,7,10,2003,8,14,2004,-66,-66,-66,-66,-66,-66,-66,-66,-66,-66,-66
1,0,940,SOL,Solomon Islands,8,14,8,15,2004,99,99,9999,9,1,3,3,4,7,3,4,8,7,8
,0,520,SOM,Somalia,7,9,7,1,1960,10,21,1969,7,0,3,3,4,7,1,0,8,7,4
,0,520,SOM,Somalia,-7,9,10,22,1969,12,31,1978,0,7,1,0,0,1,4,1,4,1,1
,0,520,SOM,Somalia,-7,12,1,1,1979,1,27,1991,0,7,2,0,0,1,4,1,5,1,1
,0,520,SOM,Somalia,-77,21,1,28,1991,8,6,2011,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77
,0,520,SOM,Somalia,-66,1,8,7,2011,9,15,2012,-66,-66,-66,-66,-66,-66,-66,-66,-66,-66,-66
1,0,520,SOM,Somalia,5,6,9,16,2012,99,99,9999,5,0,2,2,4,6,1,0,7,6,4
,0,230,SPN,Spain,-10,,1,1,1800,6,6,1808,0,10,3,1,1,1,4,1,1,1,1
,0,230,SPN,Spain,-66,6,6,7,1808,3,24,1814,-66,-66,-66,-66,-66,-66,-66,-66,-66,-66,-66
,0,230,SPN,Spain,-9,6,3,25,1814,1,1,1820,0,9,3,1,1,1,4,2,1,1,2
,0,230,SPN,Spain,-4,4,1,2,1820,8,31,1823,1,5,3,1,2,3,3,3,2,3,6
,0,230,SPN,Spain,-6,13,9,1,1823,8,10,1836,1,7,3,1,1,1,3,3,1,1,6
,0,230,SPN,Spain,-88,1,8,11,1836,6,28,1837,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88
,0,230,SPN,Spain,-1,8,6,29,1837,5,24,1845,3,4,3,1,2,5,3,3,2,5,6
,0,230,SPN,Spain,-2,8,5,25,1845,12,15,1852,2,4,3,1,2,4,3,3,2,4,6
,0,230,SPN,Spain,-5,7,12,16,1852,6,30,1859,1,6,3,1,2,2,3,3,2,2,6
,0,230,SPN,Spain,-6,9,7,1,1859,9,18,1868,1,7,3,1,2,1,3,3,2,1,6
,0,230,SPN,Spain,-88,2,9,19,1868,3,15,1871,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88
,0,230,SPN,Spain,1,2,3,16,1871,2,12,1873,5,4,3,1,2,7,3,3,2,7,6
,0,230,SPN,Spain,-5,2,2,13,1873,12,29,1874,1,6,2,1,4,1,3,3,3,1,6
,0,230,SPN,Spain,-88,2,12,30,1874,6,30,1876,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88
,0,230,SPN,Spain,-1,3,7,1,1876,5,2,1879,4,5,2,1,4,7,4,2,3,7,2
,0,230,SPN,Spain,4,11,5,3,1879,6,30,1890,6,2,2,1,4,7,5,4,3,7,
,0,230,SPN,Spain,5,5,7,1,1890,6,30,1895,7,2,2,1,4,7,5,5,3,7,10
,0,230,SPN,Spain,4,5,7,1,1895,6,30,1900,6,2,2,1,4,7,5,4,3,7,
,0,230,SPN,Spain,6,2,7,1,1900,5,17,1902,6,0,2,2,4,7,1,0,7,7,4
,0,230,SPN,Spain,6,21,5,18,1902,9,13,1923,6,0,3,2,3,7,1,0,6,7,4
,0,230,SPN,Spain,-7,2,9,14,1923,12,3,1925,0,7,1,0,0,1,4,1,4,1,1
,0,230,SPN,Spain,-6,4,12,4,1925,1,28,1930,0,6,1,0,0,1,4,2,4,1,2
,0,230,SPN,Spain,-88,2,1,29,1930,12,9,1931,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88
,0,230,SPN,Spain,7,7,12,10,1931,4,1,1939,8,1,3,3,4,7,3,3,8,7,6
,0,230,SPN,Spain,-7,37,4,2,1939,11,22,1975,0,7,1,0,0,1,4,1,4,1,1
,0,230,SPN,Spain,-88,3,11,23,1975,12,29,1978,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88
,0,230,SPN,Spain,9,4,12,30,1978,6,30,1982,9,0,3,3,4,7,2,4,8,7,9
1,0,230,SPN,Spain,10,36,7,1,1982,99,99,9999,10,0,3,3,4,7,5,5,8,7,10
,0,780,SRI,Sri Lanka,7,13,2,4,1948,7,20,1960,7,0,3,3,4,7,1,0,8,7,4
,0,780,SRI,Sri Lanka,7,10,7,21,1960,5,27,1970,7,0,3,3,4,7,2,0,8,7,5
,0,780,SRI,Sri Lanka,8,8,5,28,1970,8,16,1978,8,0,3,3,4,7,2,3,8,7,7
,0,780,SRI,Sri Lanka,6,4,8,17,1978,12,22,1982,6,0,3,3,4,5,2,3,8,5,7
,0,780,SRI,Sri Lanka,5,19,12,23,1982,12,6,2001,6,1,3,3,4,5,3,3,8,5,6
,0,780,SRI,Sri Lanka,6,2,12,7,2001,11,4,2003,7,1,3,3,4,6,3,3,8,6,6
,0,780,SRI,Sri Lanka,5,3,11,5,2003,10,22,2006,6,1,3,3,4,5,3,3,8,5,6
,0,780,SRI,Sri Lanka,6,4,10,23,2006,1,26,2010,7,1,3,3,4,5,3,4,8,5,8
,0,780,SRI,Sri Lanka,5,1,1,27,2010,9,7,2010,6,1,2,2,4,5,3,4,7,5,8
,0,780,SRI,Sri Lanka,3,4,9,8,2010,1,8,2015,4,1,2,2,4,4,3,3,7,4,6
,0,780,SRI,Sri Lanka,4,0,1,9,2015,4,27,2015,5,1,3,3,4,4,3,3,8,4,6
,0,780,SRI,Sri Lanka,6,3,4,28,2015,10,26,2018,7,1,3,3,4,6,3,3,8,6,6
,0,780,SRI,Sri Lanka,3,0,10,27,2018,12,15,2018,4,1,1,0,0,6,3,3,4,6,6
1,0,780,SRI,Sri Lanka,6,0,12,16,2018,99,99,9999,7,1,3,3,4,6,3,3,8,6,6
,1,525,SSU,South Sudan,0,2,7,9,2011,12,14,2013,2,2,2,1,4,5,2,0,3,5,5
1,1,525,SSU,South Sudan,-77,5,12,15,2013,99,99,9999,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77
,1,625,SUD,Sudan,7,3,1,1,1956,11,17,1958,7,0,2,2,4,7,2,3,7,7,7
,1,625,SUD,Sudan,-7,4,11,18,1958,4,25,1963,0,7,1,0,0,1,4,1,4,1,1
,1,625,SUD,Sudan,-4,1,4,26,1963,10,29,1964,0,4,2,0,0,2,3,2,5,2,3
,1,625,SUD,Sudan,-88,0,10,30,1964,4,21,1963,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88
,1,625,SUD,Sudan,6,4,4,22,1965,5,25,1969,7,1,2,2,4,7,3,3,7,7,6
,1,625,SUD,Sudan,-6,2,5,26,1969,5,16,1971,0,6,1,0,0,1,4,2,4,1,2
,1,625,SUD,Sudan,-7,2,5,17,1971,5,7,1973,0,7,1,0,0,1,4,1,4,1,1
,1,625,SUD,Sudan,-6,12,5,8,1973,4,6,1985,0,6,1,0,0,2,4,1,4,2,1
,1,625,SUD,Sudan,-3,1,4,7,1985,5,5,1986,0,3,2,0,0,3,3,2,5,3,3
,1,625,SUD,Sudan,7,3,5,6,1986,6,30,1989,8,1,2,2,4,7,3,4,7,7,8
,1,625,SUD,Sudan,-7,10,7,1,1989,12,31,1998,0,7,1,0,0,1,4,1,4,1,1
,1,625,SUD,Sudan,-4,1,1,1,1999,12,11,1999,0,4,2,0,0,3,4,2,5,3,2
,1,625,SUD,Sudan,-6,6,12,12,1999,7,8,2005,0,6,1,0,0,1,4,2,4,1,2
,1,625,SUD,Sudan,-3,5,7,9,2005,4,10,2010,0,3,2,0,0,3,3,2,5,3,3
,1,625,SUD,Sudan,-2,1,4,11,2010,7,8,2011,1,3,1,0,0,2,3,3,4,2,6
,1,115,SUR,Suriname,5,4,11,25,1975,2,24,1980,5,0,2,2,4,5,2,3,7,5,7
,1,115,SUR,Suriname,0,0,2,25,1980,8,14,1980,2,2,2,1,4,4,2,3,3,4,7
,1,115,SUR,Suriname,-1,2,8,15,1980,3,16,1982,1,2,1,0,0,3,3,3,4,3,6
,1,115,SUR,Suriname,-6,5,3,17,1982,1,24,1987,0,6,1,0,0,1,4,2,4,1,2
,1,115,SUR,Suriname,-1,3,1,25,1987,12,23,1990,2,3,2,2,4,3,3,2,7,3,3
,1,115,SUR,Suriname,2,1,12,24,1990,9,15,1991,3,1,2,0,0,4,3,4,5,4,8
1,1,115,SUR,Suriname,5,27,9,16,1991,99,99,9999,6,1,2,2,4,5,3,4,7,5,8
,1,572,SWA,Swaziland,-8,5,9,6,1968,4,12,1973,0,8,3,1,2,2,4,2,2,2,2
,1,572,SWA,Swaziland,-10,6,4,13,1973,1,20,1979,0,10,3,1,1,1,4,1,1,1,1
,1,572,SWA,Swaziland,-9,3,1,21,1979,8,21,1982,0,9,3,1,1,2,4,1,1,2,1
,1,572,SWA,Swaziland,-7,4,8,22,1982,4,24,1986,0,7,2,1,4,3,4,1,3,3,1
,1,572,SWA,Swaziland,-9,5,4,25,1986,10,9,1992,0,9,3,1,1,2,4,1,1,2,1
,1,572,SWA,Swaziland,-6,1,10,10,1992,11,3,1993,0,6,2,0,0,2,4,1,5,2,1
1,1,572,SWA,Swaziland,-7,25,11,4,1993,99,99,9999,0,7,3,1,2,3,4,2,2,3,2
,0,380,SWD,Sweden,-10,,1,1,1800,3,13,1809,0,10,3,1,1,1,4,1,1,1,1
,0,380,SWD,Sweden,-88,3,3,14,1809,6,30,1812,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88
,0,380,SWD,Sweden,-8,30,7,1,1812,6,30,1842,0,8,3,1,1,3,4,1,1,3,1
,0,380,SWD,Sweden,-7,13,7,1,1842,6,30,1855,0,7,3,1,1,3,4,2,1,3,2
,0,380,SWD,Sweden,-5,15,7,1,1855,6,30,1870,1,6,3,1,1,4,4,2,1,4,2
,0,380,SWD,Sweden,-4,37,7,1,1870,6,30,1907,2,6,3,1,2,5,4,2,2,5,2
,0,380,SWD,Sweden,-88,10,7,1,1907,6,30,1917,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88
1,0,380,SWD,Sweden,10,101,7,1,1917,99,99,9999,10,0,3,3,4,7,5,5,8,7,10
1,0,225,SWZ,Switzerland,10,170,9,12,1848,99,99,9999,10,0,3,3,4,7,5,5,8,7,10
,1,652,SYR,Syria,4,3,4,17,1946,3,30,1949,4,0,2,2,4,5,1,0,7,5,4
,1,652,SYR,Syria,-6,0,3,31,1949,8,13,1949,0,6,1,0,0,1,4,2,4,1,2
,1,652,SYR,Syria,-88,2,8,14,1949,11,28,1951,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88
,1,652,SYR,Syria,-6,2,11,29,1951,2,25,1954,0,6,1,0,0,1,4,2,4,1,2
,1,652,SYR,Syria,4,1,2,26,1954,8,17,1955,4,0,2,2,4,5,2,0,7,5,5
,1,652,SYR,Syria,7,2,8,18,1955,1,31,1958,7,0,3,3,4,7,2,0,8,7,5
,1,652,SYR,Syria,-66,4,2,1,1958,10,1,1961,-66,-66,-66,-66,-66,-66,-66,-66,-66,-66,-66
,1,652,SYR,Syria,-77,0,10,2,1961,11,10,1961,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77
,1,652,SYR,Syria,-88,1,11,11,1961,3,8,1963,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88
,1,652,SYR,Syria,-8,8,3,9,1963,11,13,1970,0,8,2,1,4,1,4,2,3,1,2
,1,652,SYR,Syria,-9,30,11,14,1970,7,16,2000,0,9,2,1,4,1,4,1,3,1,1
,1,652,SYR,Syria,-6,11,7,17,2000,6,2,2012,0,6,2,1,4,3,4,2,3,3,2
1,1,652,SYR,Syria,-9,6,6,3,2012,99,99,9999,0,9,2,1,4,1,4,1,3,1,1
,0,702,TAJ,Tajikistan,-2,1,9,9,1991,11,10,1992,1,3,2,1,4,3,2,3,3,3,7
,0,702,TAJ,Tajikistan,-6,5,11,11,1992,6,27,1997,0,6,2,1,4,3,4,2,3,3,2
,0,702,TAJ,Tajikistan,-5,1,6,28,1997,11,12,1998,0,5,2,1,4,3,3,2,3,3,3
